Tag,Chromophore,Solvent,epsilon,Absorption max (nm),Emission max (nm),Reference
11348,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,C1CCOC1,7.47,329.0,397.0,https://doi.org/10.1016/j.jlumin.2016.02.011
11351,CN(C)c1ccc2cc(C(/C=C/c3c[nH]c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,C1COCCO1,2.27,444.0,556.0,https://doi.org/10.1016/j.molstruc.2017.06.079
11352,CN(C)c1ccc2cc(C(/C=C/c3c[nH]c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,CN(C)C=O,37.06,466.0,545.0,https://doi.org/10.1016/j.molstruc.2017.06.079
11354,CN(C)c1ccc2cc(C(/C=C/c3c[nH]c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,C1CCOC1,7.47,447.0,576.0,https://doi.org/10.1016/j.molstruc.2017.06.079
11356,CN(C)c1ccc2cc(C(/C=C/c3cn(C)c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,C1COCCO1,2.27,452.0,568.0,https://doi.org/10.1016/j.molstruc.2017.06.079
11357,CN(C)c1ccc2cc(C(/C=C/c3cn(C)c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,CN(C)C=O,37.06,471.0,539.0,https://doi.org/10.1016/j.molstruc.2017.06.079
11359,CN(C)c1ccc2cc(C(/C=C/c3cn(C)c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,C1CCOC1,7.47,455.0,584.0,https://doi.org/10.1016/j.molstruc.2017.06.079
11392,CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,CCCO,21.51,518.0,532.0,https://doi.org/10.1016/S0022-2313(01)00243-5
11393,CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,CCCCO,18.34,520.0,534.0,https://doi.org/10.1016/S0022-2313(01)00243-5
11394,CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,CCCCCCO,14.38,521.0,535.0,https://doi.org/10.1016/S0022-2313(01)00243-5
11397,CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,CC#N,36.0,515.0,529.0,https://doi.org/10.1016/S0022-2313(01)00243-5
11409,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(O)cc3c1C2c1ccccn1,CC#N,36.0,334.0,345.0,https://doi.org/10.1016/j.jphotochem.2013.11.014
11410,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(O)cc3c1C2c1ccccn1,C1CCOC1,7.47,335.0,354.0,https://doi.org/10.1016/j.jphotochem.2013.11.014
11411,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(O)cc3c1C2c1ccccn1,C1COCCO1,2.27,335.0,354.0,https://doi.org/10.1016/j.jphotochem.2013.11.014
11412,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(O)cc3c1C2c1ccccn1,CCCCCCC,1.94,276.0,316.0,https://doi.org/10.1016/j.jphotochem.2013.11.014
11416,CC1(C)CC(=O)C2=C(C1)Oc1ccc3cc(O)ccc3c1C2c1ccccn1,CC#N,36.0,349.0,378.0,https://doi.org/10.1016/j.jphotochem.2013.11.014
11417,CC1(C)CC(=O)C2=C(C1)Oc1ccc3cc(O)ccc3c1C2c1ccccn1,C1CCOC1,7.47,349.0,374.0,https://doi.org/10.1016/j.jphotochem.2013.11.014
11418,CC1(C)CC(=O)C2=C(C1)Oc1ccc3cc(O)ccc3c1C2c1ccccn1,C1COCCO1,2.27,347.0,377.0,https://doi.org/10.1016/j.jphotochem.2013.11.014
11419,CC1(C)CC(=O)C2=C(C1)Oc1ccc3cc(O)ccc3c1C2c1ccccn1,CCCCCCC,1.94,347.0,359.0,https://doi.org/10.1016/j.jphotochem.2013.11.014
11428,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,C1CCCCC1,2.02,384.0,447.0,https://doi.org/10.1016/j.jphotochem.2007.11.004
11429,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CCCCCCC,1.94,387.0,446.0,https://doi.org/10.1016/j.jphotochem.2007.11.004
11430,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CCCCCC,1.89,384.0,445.0,https://doi.org/10.1016/j.jphotochem.2007.11.004
11431,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CCOCC,4.42,390.0,460.0,https://doi.org/10.1016/j.jphotochem.2007.11.004
11432,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,C1COCCO1,2.27,393.0,467.0,https://doi.org/10.1016/j.jphotochem.2007.11.004
11433,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,C1CCOC1,7.47,396.0,482.0,https://doi.org/10.1016/j.jphotochem.2007.11.004
11435,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CN(C)C=O,37.06,402.0,504.0,https://doi.org/10.1016/j.jphotochem.2007.11.004
11437,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CC#N,36.0,401.0,504.0,https://doi.org/10.1016/j.jphotochem.2007.11.004
11438,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CC(C)O,20.33,394.0,493.0,https://doi.org/10.1016/j.jphotochem.2007.11.004
11443,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1,C1COCCO1,2.27,250.0,354.0,https://doi.org/10.1016/1010-6030(89)87112-6
11445,c1ccc(-c2ccccc2)cc1,C1COCCO1,2.27,246.0,316.0,https://doi.org/10.1016/1010-6030(89)87112-6
11446,c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccccc5)cc4)cc(-c4ccc(-c5ccccc5)cc4)c3)cc2)cc1,C1COCCO1,2.27,288.0,364.0,https://doi.org/10.1016/1010-6030(89)87112-6
11447,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1COCCO1,2.27,276.0,342.0,https://doi.org/10.1016/1010-6030(89)87112-6
11449,c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccc(-c6ccc(-c7ccccc7)cc6)cc5)cc(-c5ccc(-c6ccc(-c7ccccc7)cc6)cc5)c4)cc3)cc2)cc1,C1COCCO1,2.27,306.5,375.0,https://doi.org/10.1016/1010-6030(89)87112-6
11450,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,C1COCCO1,2.27,310.0,369.0,https://doi.org/10.1016/1010-6030(89)87112-6
11452,c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,CC#N,36.0,403.0,465.0,https://doi.org/10.1016/S1010-6030(96)04410-3
11454,c1ccc(-c2cc3c(oc4ccccc43)c(-c3ccccc3)[o+]2)cc1,CC#N,36.0,385.0,450.0,https://doi.org/10.1016/S1010-6030(96)04410-3
11493,COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,CC#N,36.0,360.0,434.0,https://doi.org/10.1016/j.saa.2005.05.008
11496,COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,C1CCCCC1,2.02,355.0,404.0,https://doi.org/10.1016/j.saa.2005.05.008
11497,COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,CCCCCCCCCCCC,2.1,355.0,402.0,https://doi.org/10.1016/j.saa.2005.05.008
11498,COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,C1CCOC1,7.47,359.0,430.0,https://doi.org/10.1016/j.saa.2005.05.008
11500,COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,CN(C)C=O,37.06,363.0,444.0,https://doi.org/10.1016/j.saa.2005.05.008
11530,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,37.06,524.0,539.0,https://doi.org/10.1016/j.jphotochem.2018.04.043
11531,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN1CCCC1=O,32.58,525.0,541.0,https://doi.org/10.1016/j.jphotochem.2018.04.043
11532,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,C1CCOC1,7.47,519.0,528.0,https://doi.org/10.1016/j.jphotochem.2018.04.043
11533,O=C1OC(=O)c2cc(Oc3ccccc3)c3c4ccc5c6c(cc(Oc7ccccc7)c(c7ccc1c2c73)c64)C(=O)OC5=O,CN(C)C=O,37.06,530.0,572.0,https://doi.org/10.1016/j.jphotochem.2018.04.043
11534,O=C1OC(=O)c2cc(Oc3ccccc3)c3c4ccc5c6c(cc(Oc7ccccc7)c(c7ccc1c2c73)c64)C(=O)OC5=O,CN1CCCC1=O,32.58,529.0,595.0,https://doi.org/10.1016/j.jphotochem.2018.04.043
11535,O=C1OC(=O)c2cc(Oc3ccccc3)c3c4ccc5c6c(cc(Oc7ccccc7)c(c7ccc1c2c73)c64)C(=O)OC5=O,C1CCOC1,7.47,516.0,560.0,https://doi.org/10.1016/j.jphotochem.2018.04.043
11536,O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN(C)C=O,37.06,495.0,576.0,https://doi.org/10.1016/j.jphotochem.2018.04.043
11537,O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN1CCCC1=O,32.58,487.0,592.0,https://doi.org/10.1016/j.jphotochem.2018.04.043
11538,O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,C1CCOC1,7.47,513.0,564.0,https://doi.org/10.1016/j.jphotochem.2018.04.043
11542,CCN(CC)c1ccc2cc(-c3csc(N)c3C#N)c(=O)oc2c1,C1CCOC1,7.47,403.0,458.0,https://doi.org/10.1016/j.molstruc.2015.11.081
11547,CCN(CC)c1ccc2cc(-c3csc(NC(C)=O)c3C#N)c(=O)oc2c1,C1CCOC1,7.47,399.0,457.0,https://doi.org/10.1016/j.molstruc.2015.11.081
11549,CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,1.89,514.0,527.0,https://doi.org/10.1016/j.jfluchem.2019.01.008
11550,CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,7.47,515.0,531.0,https://doi.org/10.1016/j.jfluchem.2019.01.008
11552,CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CC#N,36.0,509.0,528.0,https://doi.org/10.1016/j.jfluchem.2019.01.008
11554,CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,1.89,514.0,526.0,https://doi.org/10.1016/j.jfluchem.2019.01.008
11555,CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,7.47,514.0,527.0,https://doi.org/10.1016/j.jfluchem.2019.01.008
11557,CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CC#N,36.0,510.0,524.0,https://doi.org/10.1016/j.jfluchem.2019.01.008
11559,CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,1.89,513.0,528.0,https://doi.org/10.1016/j.jfluchem.2019.01.008
11560,CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,7.47,514.0,528.0,https://doi.org/10.1016/j.jfluchem.2019.01.008
11562,CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,CC#N,36.0,510.0,525.0,https://doi.org/10.1016/j.jfluchem.2019.01.008
11564,C[n+]1ccc2c(ccc3c[n+](C)ccc32)c1,CC#N,36.0,387.0,407.0,https://doi.org/10.1016/j.tetlet.2015.08.049
11565,Cc1c2ccc3c(C)[n+](C)ccc3c2cc[n+]1C,CC#N,36.0,390.0,408.0,https://doi.org/10.1016/j.tetlet.2015.08.049
11566,Cc1cc2c(ccc3c[n+](C)c(C)cc32)c[n+]1C,CC#N,36.0,400.0,419.0,https://doi.org/10.1016/j.tetlet.2015.08.049
11567,Cc1cc2c(ccc3c(C)[n+](C)c(C)cc32)c(C)[n+]1C,CC#N,36.0,406.0,424.0,https://doi.org/10.1016/j.tetlet.2015.08.049
11569,C[P+](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,C1CCOC1,7.47,430.0,494.0,https://doi.org/10.1016/S0022-328X(01)01391-2
11570,O=P(c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,C1CCOC1,7.47,411.0,452.0,https://doi.org/10.1016/S0022-328X(01)01391-2
11571,FP(F)(c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,C1CCOC1,7.47,401.0,410.0,https://doi.org/10.1016/S0022-328X(01)01391-2
11585,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)[nH]c1=S,CCCO,21.51,431.0,493.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11586,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)[nH]c1=S,CCCCO,18.34,441.0,506.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11587,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)[nH]c1=S,CC#N,36.0,434.0,495.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11588,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)[nH]c1=S,CN(C)C=O,37.06,439.0,505.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11590,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)[nH]c1=S,CCOCC,4.42,451.0,518.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11591,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)[nH]c1=S,C1COCCO1,2.27,446.0,512.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11593,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)[nH]c1=S,C1CCCCC1,2.02,452.0,510.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11595,Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,CCCO,21.51,418.0,490.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11596,Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,CCCCO,18.34,430.0,503.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11597,Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,CC#N,36.0,430.0,488.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11598,Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,CN(C)C=O,37.06,438.0,502.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11600,Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,CCOCC,4.42,440.0,524.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11601,Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,C1COCCO1,2.27,442.0,506.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11603,Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,C1CCCCC1,2.02,488.0,504.0,https://doi.org/10.1016/S1010-6030(00)00359-2
11604,CC(=O)c1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,C1COCCO1,2.27,399.0,494.0,https://doi.org/10.1016/j.tetlet.2010.11.053
11605,CC(=O)c1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,CC#N,36.0,392.0,547.0,https://doi.org/10.1016/j.tetlet.2010.11.053
11607,N#Cc1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,C1COCCO1,2.27,395.0,486.0,https://doi.org/10.1016/j.tetlet.2010.11.053
11608,N#Cc1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,CC#N,36.0,387.0,526.0,https://doi.org/10.1016/j.tetlet.2010.11.053
11610,COc1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,C1COCCO1,2.27,354.0,429.0,https://doi.org/10.1016/j.tetlet.2010.11.053
11611,COc1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,CC#N,36.0,352.0,441.0,https://doi.org/10.1016/j.tetlet.2010.11.053
11613,CN(C)c1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,C1COCCO1,2.27,352.0,429.0,https://doi.org/10.1016/j.tetlet.2010.11.053
11614,CN(C)c1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,CC#N,36.0,349.0,443.0,https://doi.org/10.1016/j.tetlet.2010.11.053
11617,Cc1ccc(OCc2cc(=O)oc3c2ccc2ccccc23)cc1,C1COCCO1,2.27,352.0,422.0,https://doi.org/10.1016/j.saa.2014.10.039
11618,Cc1ccc(OCc2cc(=O)oc3c2ccc2ccccc23)cc1,C1CCOC1,7.47,352.0,423.0,https://doi.org/10.1016/j.saa.2014.10.039
11622,Cc1ccc(OCc2cc(=O)oc3c2ccc2ccccc23)cc1,CN(C)C=O,37.06,354.0,431.0,https://doi.org/10.1016/j.saa.2014.10.039
11623,Cc1ccc(OCc2cc(=O)oc3c2ccc2ccccc23)cc1,CC#N,36.0,352.0,430.0,https://doi.org/10.1016/j.saa.2014.10.039
11624,Cc1ccc(OCc2cc(=O)oc3c2ccc2ccccc23)cc1,CCCCO,18.34,354.0,428.0,https://doi.org/10.1016/j.saa.2014.10.039
11625,Cc1ccc(OCc2cc(=O)oc3c2ccc2ccccc23)cc1,CCCO,21.51,355.0,427.0,https://doi.org/10.1016/j.saa.2014.10.039
11629,O=c1cc(COc2ccc(I)cc2)c2c(ccc3ccccc32)o1,C1COCCO1,2.27,348.0,414.0,https://doi.org/10.1016/j.saa.2014.10.039
11630,O=c1cc(COc2ccc(I)cc2)c2c(ccc3ccccc32)o1,C1CCOC1,7.47,349.0,416.0,https://doi.org/10.1016/j.saa.2014.10.039
11634,O=c1cc(COc2ccc(I)cc2)c2c(ccc3ccccc32)o1,CN(C)C=O,37.06,350.0,420.0,https://doi.org/10.1016/j.saa.2014.10.039
11635,O=c1cc(COc2ccc(I)cc2)c2c(ccc3ccccc32)o1,CC#N,36.0,348.0,418.0,https://doi.org/10.1016/j.saa.2014.10.039
11636,O=c1cc(COc2ccc(I)cc2)c2c(ccc3ccccc32)o1,CCCCO,18.34,350.0,418.0,https://doi.org/10.1016/j.saa.2014.10.039
11637,O=c1cc(COc2ccc(I)cc2)c2c(ccc3ccccc32)o1,CCCO,21.51,350.0,419.0,https://doi.org/10.1016/j.saa.2014.10.039
11646,CN(C)c1ccc2c(c1)Cc1ccccc1-2,CCCCCC,1.89,303.0,359.0,https://doi.org/10.1016/j.saa.2011.07.083
11647,CN(C)c1ccc2c(c1)Cc1ccccc1-2,CCOCC,4.42,305.0,364.0,https://doi.org/10.1016/j.saa.2011.07.083
11648,CN(C)c1ccc2c(c1)Cc1ccccc1-2,C1COCCO1,2.27,310.0,369.0,https://doi.org/10.1016/j.saa.2011.07.083
11649,CN(C)c1ccc2c(c1)Cc1ccccc1-2,C1CCOC1,7.47,310.0,371.0,https://doi.org/10.1016/j.saa.2011.07.083
11651,CN(C)c1ccc2c(c1)Cc1ccccc1-2,CC(=O)N(C)C,38.3,312.0,385.0,https://doi.org/10.1016/j.saa.2011.07.083
11680,C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)c2ccc(/C=C/c3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)cc1)\c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,C1CCOC1,7.47,411.0,496.0,https://doi.org/10.1016/j.tetlet.2012.01.116
11682,C(#Cc1ccc(N(c2ccc(C#Cc3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)c2ccc(C#Cc3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)cc2)cc1)c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,C1CCOC1,7.47,379.0,455.0,https://doi.org/10.1016/j.tetlet.2012.01.116
11710,CCC1(CC)c2ccccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(/C=C/c4cccs4)ccc2-3)C(CC)(CC)c2ccccc2-1,C1CCOC1,7.47,382.0,395.0,https://doi.org/10.1016/j.saa.2011.04.029
11711,CCC1(CC)c2ccccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(/C=C/c4cccs4)ccc2-3)C(CC)(CC)c2cc(/C=C/c3cccs3)ccc2-1,C1CCOC1,7.47,382.0,397.0,https://doi.org/10.1016/j.saa.2011.04.029
11712,CCC1(CC)c2cc(/C=C/c3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(/C=C/c4cccs4)ccc2-3)C(CC)(CC)c2cc(/C=C/c3cccs3)ccc2-1,C1CCOC1,7.47,386.0,400.0,https://doi.org/10.1016/j.saa.2011.04.029
11713,F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,C1CCCCC1,2.02,442.0,543.0,https://doi.org/10.1016/j.cplett.2009.07.075
11714,F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,C1CCOC1,7.47,425.0,541.0,https://doi.org/10.1016/j.cplett.2009.07.075
11719,F[B-]1(F)N(c2ccccc2)C=Cc2cccc[n+]21,CC#N,36.0,412.0,555.0,https://doi.org/10.1016/j.cplett.2009.07.075
11741,C[C@]12SC(=O)C=C1c1nc(-c3ccc(Cl)cc3Cl)[nH]c1C1=CC(=O)S[C@@]12C,CC#N,36.0,475.0,500.0,https://doi.org/10.1016/j.tet.2012.12.057
11742,C[C@]12SC(=O)C=C1c1nc(-c3ccccc3)[nH]c1C1=CC(=O)S[C@@]12C,CC#N,36.0,460.0,513.0,https://doi.org/10.1016/j.tet.2012.12.057
11743,Cc1ccc(-c2nc3c([nH]2)C2=CC(=O)S[C@]2(C)[C@@]2(C)SC(=O)C=C32)cc1,CC#N,36.0,455.0,520.0,https://doi.org/10.1016/j.tet.2012.12.057
11744,C[C@]12SC(=O)C=C1c1nc(-c3ccc(Cl)cc3)[nH]c1C1=CC(=O)S[C@@]12C,CC#N,36.0,451.0,509.0,https://doi.org/10.1016/j.tet.2012.12.057
11745,COc1ccc(-c2nc3c([nH]2)C2=CC(=O)S[C@]2(C)[C@@]2(C)SC(=O)C=C32)cc1,CC#N,36.0,392.0,533.0,https://doi.org/10.1016/j.tet.2012.12.057
11746,C[C@]12SC(=O)C=C1c1nc(-c3ccc(O)cc3)[nH]c1C1=CC(=O)S[C@@]12C,CC#N,36.0,470.0,536.0,https://doi.org/10.1016/j.tet.2012.12.057
11747,C[C@]12SC(=O)C=C1c1nc(-c3ccccc3O)[nH]c1C1=CC(=O)S[C@@]12C,CC#N,36.0,455.0,407.0,https://doi.org/10.1016/j.tet.2012.12.057
11748,COc1ccccc1-c1nc2c([nH]1)C1=CC(=O)S[C@]1(C)[C@@]1(C)SC(=O)C=C21,CC#N,36.0,390.0,505.0,https://doi.org/10.1016/j.tet.2012.12.057
11749,COc1cccc(-c2nc3c([nH]2)C2=CC(=O)S[C@]2(C)[C@@]2(C)SC(=O)C=C32)c1OC,CC#N,36.0,397.0,520.0,https://doi.org/10.1016/j.tet.2012.12.057
11750,CCn1c(=O)nc2n(C)c3cc(C)ccc3nc-2c1=O,C1COCCO1,2.27,443.0,527.0,https://doi.org/10.1016/j.jphotochem.2004.08.022
11752,CCn1c(=O)nc2n(C)c3cc(C)ccc3nc-2c1=O,CC#N,36.0,445.0,530.0,https://doi.org/10.1016/j.jphotochem.2004.08.022
11754,CCN(CC)c1ccc2ccc(=O)oc2c1,CCCCCC,1.89,353.0,392.0,https://doi.org/10.1016/j.optlastec.2011.02.002
11755,CCN(CC)c1ccc2ccc(=O)oc2c1,CCCCCCC,1.94,352.0,390.0,https://doi.org/10.1016/j.optlastec.2011.02.002
11758,CCN(CC)c1ccc2ccc(=O)oc2c1,CCOCC,4.42,359.0,405.0,https://doi.org/10.1016/j.optlastec.2011.02.002
11761,CCN(CC)c1ccc2ccc(=O)oc2c1,CN(C)C=O,37.06,379.0,440.0,https://doi.org/10.1016/j.optlastec.2011.02.002
11762,CCN(CC)c1ccc2ccc(=O)oc2c1,CCCO,21.51,379.0,442.0,https://doi.org/10.1016/j.optlastec.2011.02.002
11767,CCN(CC)c1ccc2ccc(=O)oc2c1,CCCCO,18.34,379.0,442.0,https://doi.org/10.1016/j.optlastec.2011.02.002
11768,CCn1c2ccc(/C=C/c3ccc4c(c3)c3cc(-c5nc6ccccc6s5)ccc3n4CC)cc2c2cc(-c3nc4ccccc4s3)ccc21,CC#N,36.0,360.0,491.0,https://doi.org/10.1016/j.saa.2012.02.087
11770,CCn1c2ccc(/C=C/c3ccc4c(c3)c3cc(-c5nc6ccccc6s5)ccc3n4CC)cc2c2cc(-c3nc4ccccc4s3)ccc21,CN(C)C=O,37.06,362.0,449.0,https://doi.org/10.1016/j.saa.2012.02.087
11771,CCn1c2ccc(/C=C/c3ccc4c(c3)c3cc(-c5nc6ccccc6s5)ccc3n4CC)cc2c2cc(-c3nc4ccccc4s3)ccc21,C1CCOC1,7.47,361.0,408.0,https://doi.org/10.1016/j.saa.2012.02.087
11773,F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CCCCCC,1.89,428.0,510.0,https://doi.org/10.1016/j.dyepig.2014.01.022
