Tag,Chromophore,Solvent,abs,emi,epsilon,fast_epsilon
2226,O=Cl(=O)([O-])=O.O=C(N(C)CCCC(O)=O)C(C=CC=C1)=C1C(C2=CC3=C(N(CC)C(C)(C)CC3C)C=C2[Si]4(C)C)=C5C4=C6C7=[N+](CCC6)CCCC7=C5,O,644.0,669.0,80.36,1.777
2227,O=Cl(=O)([O-])=O.CC1(C)CC(CS(=O)(O)=O)C2=C(N1CCCC(O)=O)C=C(OC3=CC4=[N+](CC)CCCC4=CC3=N5)C5=C2,O,663.0,683.0,80.36,1.777
2228,O=Cl(=O)([O-])=O.CC1(C)C=C(CS(=O)(O)=O)C2=C(N1CCCC(O)=O)C=C(OC3=CC4=[N+](CC)CCCC4=CC3=N5)C5=C2,O,680.0,700.0,80.36,1.777
2229,O=Cl(=O)([O-])=O.CC1(C)C=C(CS(=O)(O)=O)C2=C(N1CCCC(O)=O)C=C(OC3=CC4=[N+](CC)C(C)(C)C=C(C)C4=CC3=N5)C5=C2,O,699.0,719.0,80.36,1.777
2230,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC=C(C=C2O3)N(CC)CC)=C4C3=C/C(C=C4)=[N+](CC)/CC)C=CC=C1)N(CCCC(O)=O)C,O,566.0,593.0,80.36,1.777
2231,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC(C)=C(C=C2O3)NCC)=C4C3=C/C(C(C)=C4)=[NH+]/CC)C=CC=C1)N(CCCC(O)=O)C,O,535.0,557.0,80.36,1.777
2232,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC3=C(C=C2O4)N(CC)CCC3)=C5C4=CC6=[N+](CC)CCCC6=C5)C=CC=C1)N(CCCC(O)=O)C,O,570.0,596.0,80.36,1.777
2233,O=Cl(=O)([O-])=O.O=C(N(C)CCCC(O)=O)C(C=CC=C1)=C1C(C2=CC3=C(NC(C)(C)CC3C)C=C2O4)=C5C4=CC6=[NH+]C(C)(C)CC(C)C6=C5,O,572.0,608.0,80.36,1.777
2234,O=Cl(=O)([O-])=O.O=C(N(C)CCCC(O)=O)C(C=CC=C1)=C1C(C2=CC3=C(N(CC)C(C)(C)C=C3C)C=C2O4)=C5C4=CC6=[N+](CC)C(C)(C)C=C(C)C6=C5,O,603.0,627.0,80.36,1.777
2235,O=Cl(=O)([O-])=O.O=C(N(C)CCCC(O)=O)C(C(Cl)=C(Cl)C(Cl)=C1Cl)=C1C(C2=CC3=C(N(CC)C(C)(C)C=C3C)C=C2O4)=C5C4=CC6=[N+](CC)C(C)(C)CC(C)C6=C5,O,624.0,650.0,80.36,1.777
2236,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC=C(C=C2O3)N)=C4C3=CC(C=C4)=[NH2+])C=CC=C1)N(CCCC(O)=O)C,O,507.0,531.0,80.36,1.777
2237,O=Cl(=O)([O-])=O.O=C(C1=C(C(C2=CC3=C(C4=C2O5)N(CCC4)CCC3)=C6C5=C7C8=[N+](CCC7)CCCC8=C6)C=CC=C1)N(CCCC(O)=O)C,O,584.0,608.0,80.36,1.777
2238,O=C(C1=C(C(C2=CC=C(C=C2S3)N(C)C)=C4C3=C/C(C=C4)=[N+](C)\C)C=CC=C1)N(CCCC([O-])=O)C,O,579.0,606.0,80.36,1.777
2239,[H]/[N+]([H])=C(C1=CC=C(N(C)C)C=C1)\C2=CC=C(N(C)C)C=C2.[Cl-],O,431.0,500.0,80.36,1.777
2240,OC(C1=C(C2=C3C=C(CCC(O)=O)C(C=C3OC4=C2C=C(CCC(O)=O)C(O)=C4)=O)C=CC(C(O)=O)=C1)=O,O,501.0,527.0,80.36,1.777
2241,C1=CC=CC=C1,C1CCCCC1,255.0,303.0,2.02,2.033
2242,C1(C2=CC=CC=C2)=CC=CC=C1,C1CCCCC1,247.0,327.0,2.02,2.033
2243,CCCCCNC(COC1=CC=C(/C=C/C2=CC=C3C=C4C=CC(C5=CC=CS5)=[N+]4[B-](F)(F)N23)C=C1)=O,CO,625.0,641.0,33.6,1.764
2244,O=C(N(C(CC1)=O)C1=O)CCCCCNC(COC2=CC=C(C=C2)/C=C/C3=CC=C4C=C5C=CC(C6=CC=CS6)=[N+]5[B-](N34)(F)F)=O,CO,625.0,641.0,33.6,1.764
2245,O=C(O)CCCCCNC(COC1=CC=C(C=C1)/C=C/C2=CC=C3C=C4C=CC(C5=CC=CS5)=[N+]4[B-](N23)(F)F)=O,CO,625.0,641.0,33.6,1.764
2246,O=C(CCC1=CC=C2C=C3C(C)=CC(C)=[N+]3[B-](F)(N12)F)O,CO,502.0,511.0,33.6,1.764
2247,O=C(O)CCC1=CC=C2C=C3C=CC(C4=CC=CC=C4)=[N+]3[B-](F)(F)N12,CO,528.0,547.0,33.6,1.764
2248,COC1=CC=C(C=C1)C2=[N+]3[B-](F)(N4C(C)=C(C(C)=C4C=C3C=C2)CCC(NCCCCCC(ON5C(CCC5=O)=O)=O)=O)F,CO,544.0,570.0,33.6,1.764
2249,O=C(ON1C(CCC1=O)=O)CCCCCNC(COC2=CC=C(C3=CC=C4C=C5C=CC(C6=CC=CS6)=[N+]5[B-](F)(F)N34)C=C2)=O,CO,590.0,621.0,33.6,1.764
2250,CCN1/C(=C\C=C\C2=[N+](CC)C3=CC=CC=C3C2(C)C)/C(C)(C)C4=CC=CC=C14,CO,544.0,557.0,33.6,1.764
2251,CCN1/C(OC2=CC=CC=C12)=C\C=C\C3=[N+](C4=CC=CC=C4O3)CC,CCO,485.0,497.0,25.0,1.852
2252,CC[N+]1=C(C=CC=C2N(CC)C3=C(S2)C=CC=C3)SC4=C1C=CC=C4,CCO,559.0,571.0,25.0,1.852
2253,CCN1/C(C(C2=CC=CC=C12)(C)C)=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4C3(C)C,CO,638.0,657.0,33.6,1.764
2254,CCN1/C(OC2=CC=CC=C12)=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4O3,CCO,582.0,603.0,25.0,1.852
2255,CCN1/C(SC2=CC=CC=C12)=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4S3,CCO,656.0,674.0,25.0,1.852
2256,CCN1/C(C(C)(C)C2=CC=CC=C12)=C\C=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4C3(C)C,CCO,743.0,771.0,25.0,1.852
2257,CCN1/C(OC2=CC=CC=C12)=C\C=C\C=C\C=C\C3=[N+](CC)C4=CC=CC=C4O3,CCO,687.0,712.0,25.0,1.852
2258,O=C(C(C1=NC2=C(C=CC=C2)S1)=C3)OC4=C3C=C5C6=C4C(C)(C)CCN6CCC5(C)C,C(Cl)(Cl)Cl,473.0,506.0,4.89,2.091
2259,CC(OCOC(CN(CC(OCOC(C)=O)=O)CC1=C(OC(C)=O)C=C2C(C3(C4=CC(CN(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)=C(OC(C)=O)C=C4O2)C5=CC=CC=C5C(O3)=O)=C1)=O)=O,O,494.0,514.0,80.36,1.777
2260,O=C(OCOC(C)=O)CNC(C(OCOC(C)=O)=O)CCCCNC(CCC(C=C1)=[N+]2C1=CC3=CC=C(N3[B-]2(F)F)C4=CC=CN4)=O,O,575.0,591.0,80.36,1.777
2261,O=C(CN(C1=CC=C(C=C1OCCOC2=CC(N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)=CC=C2)NS(C3=CC(S(=O)([O-])=O)=C(C=C3)C4=C5C=C6CCC[N+](CCC7)=C6C7=C5OC8=C4C=C9CCCN%10C9=C8CCC%10)(=O)=O)CC(OCOC(C)=O)=O)OCOC(C)=O,O,589.0,609.0,80.36,1.777
2262,O=C(OCOC(C)=O)CN(CC(OCOC(C)=O)=O)C1=CC=CC=C1OCCOC2=CC(NC(C3=CC4=C(C5(C6=C(OC7=C5C=C(Cl)C(OC(C)=O)=C7)C=C(OC(C)=O)C(Cl)=C6)OC4=O)C=C3)=O)=CC=C2N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O,O,507.0,529.0,80.36,1.777
2263,CN(C1=CC2=[O+]C3=C(C=CC(N(C)C)=C3)C(C4=CC=C(NC(NC5=CC=C(N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)C(OCCOC6=CC=CC=C6N(CC(OCOC(C)=O)=O)CC(OCOC(C)=O)=O)=C5)=S)C=C4C([O-])=O)=C2C=C1)C,O,549.0,574.0,80.36,1.777
2264,OC1=CC2=CC=C(C3(C4=C(C(O3)=O)C=C(C(O)=O)C=C4)C5=C(C=C(N(C)C)C=C5)O6)C6=C2C=C1,O,549.0,586.0,80.36,1.777
2265,O=C1C=CC2=C3C(C=CC2=C1)=C(C4=C(C(O)=O)C=C(C(O)=O)C=C4)C5=C(C=C(N(C)C)C=C5)O3,O,576.0,639.0,80.36,1.777
2266,O=C1C=CC2=C3C(C=CC2=C1)=C(C4=C(C(O)=O)C=C(C(O)=O)C=C4)C5=C(C(C=CC(O)=C6)=C6C=C5)O3,O,599.0,674.0,80.36,1.777
2267,O=C(NN)COC1=CC(S(=O)([O-])=O)=C(C=C2)C3=C1C=CC4=C(S(=O)([O-])=O)C=C(S(=O)([O-])=O)C2=C34.[Na+].[Na+].[Na+],O,401.0,419.0,80.36,1.777
2268,O=S(C1=CC(C2=CN=C(C3=CC=[N+](CC4=CC=CC(C(ON5C(CCC5=O)=O)=O)=C4)C=C3)O2)=CC=C1OC)([O-])=O,O,399.0,549.0,80.36,1.777
2269,O=C(C1=C(C2=C3C=C4C(C=C3OC5=C2C=C(C(C)=CC(C)(C)N6C)C6=C5)=[N+](C)C(C)(C)C=C4C)C=CC(NC(C7=CC=C(CCl)C=C7)=O)=C1)[O-],O,586.0,614.0,80.36,1.777
2270,O=C1C=C(C)C2=CC=C(N(CC)CC)C=C2O1,CCO,375.0,445.0,25.0,1.852
2271,O=C1OC2=C(C=CC(N(CC)CC)=C2)C=C1C3=NC4=CC=CC=C4S3,CCO,456.0,500.0,25.0,1.852
2272,CCN(CC)C1=CC(O2)=C(C=C(C2=O)C3=NC4=CC=CC=C4N3C)C=C1,CC#N,406.0,478.0,36.0,1.806
2273,O=C(C1=CC2=CC3=C4N(CCC3)CCCC4=C2OC1=O)OCC,CCO,436.0,476.0,25.0,1.852
2274,O=C1C(C(C)=O)=CC2=CC3=C4N(CCC3)CCCC4=C2O1,CCO,445.0,475.0,25.0,1.852
2275,O=C1C(C(O)=O)=CC2=CC3=C4N(CCC3)CCCC4=C2O1,CCO,443.0,462.0,25.0,1.852
2276,O=C1OC2=C(C=C1C3=NC4=CC=CC=C4S3)C=C5C6=C2C(C)(C)CCN6CCC5(C)C,C(Cl)(Cl)Cl,479.0,505.0,4.89,2.091
2277,CC1=CC2=NC3=C([O+]=C2C=C1N(C)C)C=C(N)C4=CC=CC=C43.O=Cl(=O)([O-])=O,CCO,603.0,622.0,25.0,1.852
2278,O=S(C1=CC=C2N(CCCCCCC(O)=O)C(OC2=C1)=CC=CC3=[N+](CCCCCC(O)=O)C4=CC=C(S(=O)(O)=O)C=C4O3)([O-])=O,O,547.0,561.0,80.36,1.777
2279,O=S(C1=CC2=C([N+](CC)=C(C=CC=C3N(CCCCCC(ON4C(CCC4=O)=O)=O)C5=C(C=C(S(=O)(O)=O)C=C5)C3(C)C)C2(C)C)C=C1)([O-])=O,O,554.0,566.0,80.36,1.777
2280,O=S(C1=CC(S(=O)(O)=O)=C2C(C3=C([N+](CC)=C(C=CC=C4N(CCCCCC(ON5C(CCC5=O)=O)=O)C6=C(C7=CC(S(=O)(O)=O)=CC(S(=O)(O)=O)=C7C=C6)C4(C)C)C3(C)C)C=C2)=C1)([O-])=O,O,576.0,589.0,80.36,1.777
2281,O=S(C1=CC2=C([N+](CC)=C(C=CC=CC=C3N(CCCCCC(ON4C(CCC4=O)=O)=O)C5=C(C=C(S(=O)(O)=O)C=C5)C3(C)C)C2(C)C)C=C1)([O-])=O,O,647.0,665.0,80.36,1.777
2282,O=S(C1=CC(S(=O)([O-])=O)=C2C(C3=C([N+](CC)=C(C=CC=CC=C4N(CCCCCC(ON5C(CCC5=O)=O)=O)C6=C(C7=CC(S(=O)([O-])=O)=CC(S(=O)([O-])=O)=C7C=C6)C4(C)C)C3(C)C)C=C2)=C1)([O-])=O.[Na+].[Na+].[Na+],O,672.0,692.0,80.36,1.777
2283,O=S(C1=CC2=C([N+](CC)=C(C=CC=CC=CC=C3N(CCCCCC(ON4C(CCC4=O)=O)=O)C5=C(C=C(S(=O)(O)=O)C=C5)C3(C)C)C2(C)C)C=C1)([O-])=O,O,753.0,775.0,80.36,1.777
2284,O=C(O)CCCCCN1C(C(C)(C)C2=C1C=CC=C2)=CC=CC=CC3=[N+](C)C4=C(C=CC=C4)C3(C)C,CCO,651.0,668.0,25.0,1.852
2285,CC[N+](C1=C2C=CC=C1)=C(O2)C=CC=C3N(C4=C(O3)C=CC=C4)CC,C(Cl)Cl,488.0,503.0,9.02,2.028
2286,O=C(O)CCCCCN1C(C(C)(C)C2=C1C=CC(S(=O)(O)=O)=C2)=CC=CC=CC3=NC4=C(C=C(S(=O)(O)=O)C=C4)C3(C)C,O,640.0,664.0,80.36,1.777
2287,O=C(ON1C(CCC1=O)=O)C2=CC=C(N=NC3=CC=C(N(C)C)C=C3)C=C2,CO,454.0,523.0,33.6,1.764
2288,O=C1C(F)=CC2=C(C3=CC=C(NC)C(N)=C3C(O)=O)C4=CC(F)=C(O)C=C4OC2=C1,O,495.0,519.0,80.36,1.777
2289,CN(C1=CC=CC2=C(S(=O)(NCCCCCN)=O)C=CC=C12)C,CO,334.0,526.0,33.6,1.764
2290,O=C(O)CNS(=O)(C1=C2C=CC=C(N(C)C)C2=CC=C1)=O,C1COCCO1,262.0,492.0,2.27,2.022
2291,CCCN1C2=C([C+]3C(C(O4)=CC=C5)=C5N(CCC)C6=CC=CC1=C36)C4=CC=C2,C(Cl)Cl,560.0,577.0,9.02,2.028
2292,N=C(C1=CC2=C(C=C1)C=C(C3=CC=C(C(N)=N)C=C3)N2)N,O,344.0,489.0,80.36,1.777
2293,CN(C)C1=CC=C(C2=CN=C(C3=CC=C(S(NCCN)(=O)=O)C=C3)O2)C=C1,CO,374.0,579.0,33.6,1.764
2294,CN(C1=CC=C(C=C1)C=CC2=C/C(C=C(C)O2)=C(C#N)/C#N)C,C(Cl)(Cl)Cl,470.0,565.0,4.89,2.091
2295,O=C1C(Cl)=C2C(C)(C)C3=C(C=CC(O)=C3)N=C2C=C1Cl,O,653.0,660.0,80.36,1.777
2296,C[N+]1=CC=C(C=CC2=CC=C(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C=C2)C=C1.[I-],C(Cl)(Cl)Cl,523.0,595.0,4.89,2.091
2297,CCN1/C(OC2=CC=CC=C12)=C/C=C/C3=[N+](CC)C4=CC=CC=C4O3,CCO,470.0,491.0,25.0,1.852
2298,O=C1N=C(C2=CC=CC=C2)C3=C1C(C4=CC=CC=C4)=NC3=O,CCO,502.0,514.0,25.0,1.852
2299,O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(NC5=CC(Cl)=C(O)C(Cl)=C5)=O,CCO,543.0,580.0,25.0,1.852
2300,O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(NC5=CC(Cl)=C(O)C=C5)=O,CCO,541.0,577.0,25.0,1.852
2301,O=S(C1=CC=C(C2=NC(C3=C2C(N=C3C4=CC=CC=C4)=O)=O)C=C1)(N5CCOCC5)=O,CCO,547.0,576.0,25.0,1.852
2302,OC(C1=C(C2=C3C=C(Br)C(C(Br)=C3OC4=C2C=C(Br)C(O)=C4Br)=O)C=CC=C1)=O,CCO,525.0,543.0,25.0,1.852
2303,OC(C1=C(C2=C3C=C(I)C(C(I)=C3OC4=C2C=C(I)C(O)=C4I)=O)C=CC(N=C=S)=C1)=O,O,532.0,554.0,80.36,1.777
2304,O=C(C1=C(C2=C3C=C(Br)C(C(Br)=C3OC4=C2C=C(Br)C(O)=C4Br)=O)C=CC=C1)OCC,O,522.0,546.0,80.36,1.777
2305,O=C(OCC)C1=CC=C(N(C)C)C=C1,CCO,309.0,330.0,25.0,1.852
2306,CCN(CCCS(=O)([O-])=O)C1=CC=C2C(OC(C3=N2)=C/C(C=C3)=[N+](C)/CCC(O)=O)=C1,CCO,635.0,663.0,25.0,1.852
2307,O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C=C(N=C=S)C=C5,O,495.0,519.0,80.36,1.777
2308,O=C(O)CN(C1=CC=C(C)C=C1OCCOC2=CC(C3=C4C=C(Cl)C(C=C4OC5=C3C=C(Cl)C(O)=C5)=O)=CC=C2N(CC(O)=O)CC(O)=O)CC(O)=O,O,506.0,527.0,80.36,1.777
2309,O=C(O)CN(C1=CC=C(C)C=C1OCCOC2=CC(C3=C4C=C(F)C(C=C4OC5=C3C=C(F)C(O)=C5)=O)=CC=C2N(CC(O)=O)CC(O)=O)CC(O)=O,O,494.0,516.0,80.36,1.777
2310,OC(C1=C(C2=C3C=CC(C=C3OC4=C2C=CC(O)=C4)=O)C=CC=C1)=O,O,490.0,513.0,80.36,1.777
2311,CN1C2=C(C=CC=C2)C3=C(C4=CC=CC(OC)=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,330.0,408.0,25.0,1.852
2312,CN1C2=C(C=CC=C2)C3=C(C4=CC=C(Cl)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,331.0,411.0,25.0,1.852
2313,CN1C2=C(C=CC=C2)C3=C(C4=CC=C(C(F)(F)F)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,331.0,418.0,25.0,1.852
2314,CN1C2=C(C=CC=C2)C3=C(C4=CC=C([N+]([O-])=O)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,315.0,368.0,25.0,1.852
2315,CN1C2=C(C=CC=C2)C3=C(C4=CC=C(O)C=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,330.0,406.0,25.0,1.852
2316,CN1C2=C(C=CC=C2)C3=C(C4=CC5=C(C=CC=C5)C=C4)C6=C(C(C=CC=C7)=C7O6)C=C31,CCO,331.0,414.0,25.0,1.852
2317,CN1C2=C(C=CC=C2)C3=C(C4=C(Br)C=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,331.0,413.0,25.0,1.852
2318,CN1C2=C(C=CC=C2)C3=C(C4=CC(Br)=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,331.0,413.0,25.0,1.852
2319,CN1C2=C(C=CC=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC(OC)=C6)=C6O5)C=C31,CCO,337.0,402.0,25.0,1.852
2320,CN1C2=C(C=CC=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=C(Cl)C=C6)=C6O5)C=C31,CCO,334.0,414.0,25.0,1.852
2321,CN1C2=C(C=CC=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=C(C(OC)=O)C=C6)=C6O5)C=C31,CCO,330.0,441.0,25.0,1.852
2322,C1(C(C=CC=C2)=C2O3)=C3C(C4=CC=CC=C4)=C(C(C=CC=C5)=C5N6CC7=CC=CC=C7)C6=C1,CCO,330.0,403.0,25.0,1.852
2323,CN1C2=C(C=C(OC)C=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,336.0,439.0,25.0,1.852
2324,CN1C2=C(C=C(Br)C=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,333.0,368.0,25.0,1.852
2325,CN1C2=C(C=C(C#N)C=C2)C3=C(C4=CC=CC=C4)C5=C(C(C=CC=C6)=C6O5)C=C31,CCO,330.0,398.0,25.0,1.852
2326,OC1=CC=C2C(OC(C(C(O)=O)=C2)=O)=C1,CC#N,386.0,448.0,36.0,1.806
2327,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC=C4)(=O)=O)C=C1,CC#N,433.0,535.0,36.0,1.806
2328,CC1=CC=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,432.0,527.0,36.0,1.806
2329,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC(OCC5=CC=CC=C5)=C4)(=O)=O)C=C1,CC#N,434.0,542.0,36.0,1.806
2330,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC(SC)=C4)(=O)=O)C=C1,CC#N,434.0,538.0,36.0,1.806
2331,ClC1=CC(N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O)=CC=C1,CC#N,436.0,543.0,36.0,1.806
2332,BrC1=CC(N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O)=CC=C1,CC#N,437.0,545.0,36.0,1.806
2333,CC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,434.0,538.0,36.0,1.806
2334,CCC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,434.0,541.0,36.0,1.806
2335,COC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,434.0,535.0,36.0,1.806
2336,FC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,435.0,536.0,36.0,1.806
2337,ClC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,435.0,540.0,36.0,1.806
2338,BrC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,436.0,542.0,36.0,1.806
2339,IC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,435.0,543.0,36.0,1.806
2340,CC(C=C1)=C(C)C=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,433.0,536.0,36.0,1.806
2341,COC(C=C1)=C(OC)C=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,434.0,537.0,36.0,1.806
2342,CC(C=C1C)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,432.0,525.0,36.0,1.806
2343,ClC(C=C1C)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,434.0,530.0,36.0,1.806
2344,COC1=CC(N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O)=CC(OC)=C1,CC#N,433.0,539.0,36.0,1.806
2345,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=C(CCN=[N+]=[N-])C=C4)(=O)=O)C=C1,CC#N,435.0,535.0,36.0,1.806
2346,OCCC(C=C1)=CC=C1N2/C(C=C3C=CC=CC3=C2)=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,434.0,538.0,36.0,1.806
2347,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=C(CCC(O)=O)C=C4)(=O)=O)C=C1,CC#N,434.0,536.0,36.0,1.806
2348,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=CC=CC5=C4C=CC=C5)(=O)=O)C=C1,CC#N,434.0,532.0,36.0,1.806
2349,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2C4=NC=CC=C4)(=O)=O)C=C1,CC#N,437.0,552.0,36.0,1.806
2350,CC1=CC=C(S(/N=C2C=C3C=CC=CC3=CN/2NC4=CC=CC=C4)(=O)=O)C=C1,CC#N,425.0,528.0,36.0,1.806
2351,FC1=CC=CC(C1=CN/2C3=CC=CC=C3)=CC2=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,440.0,542.0,36.0,1.806
2352,FC(C=CC1=C/2)=CC1=CN(C3=CC=CC=C3)C2=N/S(C4=CC=C(C)C=C4)(=O)=O,CC#N,443.0,550.0,36.0,1.806
2353,ClC(C=CC1=C/2)=CC1=CN(C3=CC=CC=C3)C2=N/S(C4=CC=C(C)C=C4)(=O)=O,CC#N,443.0,547.0,36.0,1.806
2354,CC(C=CC1=CN/2C3=CC=CC=C3)=CC1=CC2=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,427.0,536.0,36.0,1.806
2355,FC(C=CC1=CN/2C3=CC=CC=C3)=CC1=CC2=N\S(C4=CC=C(C)C=C4)(=O)=O,CC#N,424.0,535.0,36.0,1.806
2356,CC(C)(C)NC(N1C=CC=CC1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,C(Cl)(Cl)Cl,324.3,443.21,4.89,2.091
2357,CC(C)(C)NC(N1C=CC=C(C)C1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,C(Cl)(Cl)Cl,315.21,431.69,4.89,2.091
2358,CC(C)(C)NC(N1C=CC(C)=CC1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,C(Cl)(Cl)Cl,317.12,440.17,4.89,2.091
2359,CC(C)(C)NC(N1C=C(C)C=CC1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,C(Cl)(Cl)Cl,327.45,445.2,4.89,2.091
2360,CC(C)(C)NC(N1C(C)=CC=CC1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,C(Cl)(Cl)Cl,328.02,430.06,4.89,2.091
2361,CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NC(C)(C)C)N4C=CC=CC4=N3)=N1,C(Cl)(Cl)Cl,317.3,435.32,4.89,2.091
2362,CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NC(C)(C)C)N4C=CC(C)=CC4=N3)=N1,C(Cl)(Cl)Cl,313.72,442.64,4.89,2.091
2363,CN1C(C2=CC=C(Cl)C=C2)=CC(C3=C(NC(C)(C)C)N4C=C(C)C=CC4=N3)=N1,C(Cl)(Cl)Cl,329.16,435.68,4.89,2.091
2364,FC(C=C1)=CC=C1C2=CC(C3=C(N4C=C(C=CC4=N3)Cl)NCC(OCC)=O)=NN2C5=CC=CC=C5,C(Cl)(Cl)Cl,332.0,460.4,4.89,2.091
2365,CC(C)(C)NC(N1C=C(F)C=CC1=N2)=C2C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3,C(Cl)(Cl)Cl,330.3,456.06,4.89,2.091
2366,CC(NC1=C(N=C2C(Cl)=CC(Cl)=CN12)C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3)(C)C,C(Cl)(Cl)Cl,329.18,457.84,4.89,2.091
2367,CC(C)(NC1=C(C2=NN(C(C3=CC=C(C=C3)Cl)=C2)C4=CC=CC=C4)N=C5C(Br)=CC=CN15)C,C(Cl)(Cl)Cl,329.73,443.7,4.89,2.091
2368,CC(NC1=C(N=C2C=NC=CN12)C3=NN(C4=CC=CC=C4)C(C5=CC=C(Cl)C=C5)=C3)(C)C,C(Cl)(Cl)Cl,453.33,521.37,4.89,2.091
