SoluteSMILES,SolventSMILES,DeltaGsolv
O=C(C1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10)OC,C(Cl)Cl,65.0
O=CC1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10,C(Cl)Cl,60.0
O=CC1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10,C(Cl)Cl,60.0
O=[N+](C1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10)[O-],C(Cl)Cl,63.0
O=[N+](C1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10)[O-],C(Cl)Cl,63.0
COC1=CC=C(C(C2=C(C3=CC=C2)C(N4C(C5=CC=C(OC)C=C5)=C(C6=C(C=CC(OC)=C6)C4=C3C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)=[O+]9)=C9C%10=CC=C(OC)C=C%10)C=C1,C(Cl)Cl,112.0
COC(C=C1)=CC=C1C(C2=CC=CC(C(C3=CC=C(OC)C=C3)=C(O4)C5=CC=C(OC)C=C5)=C2C4=[N+]6C(C7=CC=C(OC)C=C7)=C8C9=CC=C(OC)C=C9)=C6C%10=C8C=C(OC)C=C%10,C(Cl)Cl,112.0
ClC1=CC=C(C2=C(C3=C(C4=CC=C3)C(N5C(C6=CC=C(Cl)C=C6)=C(C7=C(C=CC(Cl)=C7)C5=C4C8=CC=C(Cl)C=C8)C9=CC=C(Cl)C=C9)=[O+]2)C%10=CC=C(Cl)C=C%10)C=C1,C(Cl)Cl,73.0
ClC1=CC=C(C(O2)=C(C3=C(C4=CC=C3)C2=[N+]5C(C6=CC=C(Cl)C=C6)=C(C7=C(C=CC(Cl)=C7)C5=C4C8=CC=C(Cl)C=C8)C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C=C1,C(Cl)Cl,73.0
COC(C=C1)=CC=C1C(C2=CC([N+]([O-])=O)=CC(C(C3=CC=C(OC)C=C3)=C(O4)C5=CC=C(OC)C=C5)=C2C4=[N+]6C(C7=CC=C(OC)C=C7)=C8C9=CC=C(OC)C=C9)=C6C%10=C8C=C(OC)C=C%10,C(Cl)Cl,87.0
COC1=CC=C(C(C2=C(C3=CC([N+]([O-])=O)=C2)C(N4C(C5=CC=C(OC)C=C5)=C(C6=C(C=CC(OC)=C6)C4=C3C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)=[O+]9)=C9C%10=CC=C(OC)C=C%10)C=C1,C(Cl)Cl,87.0
F[B-]1([N+]2=CC=CC2=C(C3=CC=C(C)C=C3)C4=CC=CN14)F,C(Cl)Cl,21.0
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC=C(N6N=CC=C6)N15)F,C(Cl)Cl,19.0
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=CC=C4)C5=CC=C(N6N=CC=C6)N15)F,C(Cl)Cl,19.0
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=C(C#N)C=C4)C5=CC=C(N6N=CC=C6)N15)F,C(Cl)Cl,23.0
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C5=CC=C(N6N=CC=C6)N15)F,C(Cl)Cl,16.0
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC(Br)=C(N6N=CC=C6)N15)F,C(Cl)Cl,37.0
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CC=CS4)C5=CC=C(N6N=CC=C6)N15)F,C(Cl)Cl,20.0
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=C(C4=CN=CC=C4)C5=CC=C(N6N=CC=C6)N15)F,C(Cl)Cl,20.0
F[B-]1([N+]2=C(N3C=CC=N3)C=CC2=CC4=CC=C(N5N=CC=C5)N14)F,C(Cl)Cl,16.0
F[B-]1([N+]2=C(N3C=C(Cl)C=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC=C(N6N=CC(Cl)=C6)N15)F,C(Cl)Cl,17.0
F[B-]1([N+]2=C(N3C=C(I)C=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC=C(N6N=CC(I)=C6)N15)F,C(Cl)Cl,20.0
F[B-]1([N+]2=C(N3C=C(C4=CC=CC=C4)C=N3)C=CC2=C(C5=CC=C(C)C=C5)C6=CC=C(N7N=CC(C8=CC=CC=C8)=C7)N16)F,C(Cl)Cl,22.0
F[B-]1([N+]2=C(N3C=NC=N3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC=C(N6N=CN=C6)N15)F,C(Cl)Cl,19.0
F[B-]1([N+]2=C(N3C(C=CC=C4)=C4C=N3)C=CC2=C(C5=CC=C(C)C=C5)C6=CC=C(N7N=CC8=C7C=CC=C8)N16)F,C(Cl)Cl,30.0
F[B-]1([N+]2=C(N3C(C=CC=C4)=C4C5=C3C=CC=C5)C=CC2=C(C6=CC=C(C)C=C6)C7=CC=C(N8C(C=CC=C9)=C9C%10=C8C=CC=C%10)N17)F,C(Cl)Cl,72.0
F[B-]1([N+]2=C(N3C(C=CC=C4)=C4N=C3)C=CC2=C(C5=CC=C(C#N)C=C5)C6=CC=C(N7C=NC8=C7C=CC=C8)N16)F,C(Cl)Cl,31.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=C(N13)N4C=NC5=C4C=CC=C5)C6=CC=CS6)N7C8=C(N=C7)C=CC=C8,C(Cl)Cl,31.0
F[B-]1([N+]2=C(N3CCOCC3)C=CC2=C(C4=CC=C(C)C=C4)C5=CC=C(N6CCOCC6)N15)F,C(Cl)Cl,34.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC=C(C=C4)C)N(CC)CC,C(Cl)Cl,79.0
F[B-]1(F)N2C(N(CC)CC)=CC=C2C(C3=CC=C(C=C3)C)=C4C=CC=[N+]14,C(Cl)Cl,79.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC=C(C=C4)C)N5CCOCC5,C(Cl)Cl,59.0
F[B-]1(F)N2C(N3CCOCC3)=CC=C2C(C4=CC=C(C=C4)C)=C5C=CC=[N+]15,C(Cl)Cl,59.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC=C(C=C4)C)N(CC5=CC=CC=C5)CC6=CC=CC=C6,C(Cl)Cl,47.0
F[B-]1(F)N2C(N(CC3=CC=CC=C3)CC4=CC=CC=C4)=CC=C2C(C5=CC=C(C=C5)C)=C6C=CC=[N+]16,C(Cl)Cl,47.0
F[B-]1(F)N2C(N(CC3=CC=CC=C3)C)=CC=C2C(C4=CC=C(C=C4)C)=C5C=CC=[N+]15,C(Cl)Cl,59.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC=C(C=C4)C)N(CC5=CC=CC=C5)C,C(Cl)Cl,59.0
F[B-]1(F)N2C(N3CCCC3)=CC=C2C(C4=CC=C(C=C4)C)=C5C=CC=[N+]15,C(Cl)Cl,68.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC=C(C=C4)C)N5CCCC5,C(Cl)Cl,68.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC=C(C=C4)C)N5CCC(N6CCCCC6)CC5,C(Cl)Cl,73.0
F[B-]1(F)N2C(N3CCC(N4CCCCC4)CC3)=CC=C2C(C5=CC=C(C=C5)C)=C6C=CC=[N+]16,C(Cl)Cl,73.0
F[B-]1(F)N2C(N3CCOCC3)=CC=C2C(C4=CC=CS4)=C5C=CC=[N+]15,C(Cl)Cl,68.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC=CS4)N5CCOCC5,C(Cl)Cl,68.0
F[B-]1(F)N2C(N3CCOCC3)=CC=C2C(C4=CC=CN=C4)=C5C=CC=[N+]15,C(Cl)Cl,70.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC=CN=C4)N5CCOCC5,C(Cl)Cl,70.0
F[B-]1(F)N2C(N3CCOCC3)=CC=C2C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C5C=CC=[N+]15,C(Cl)Cl,71.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)N5CCOCC5,C(Cl)Cl,71.0
F[B-]1(F)N2C(N3CCOCC3)=CC=C2C(C4=CC=C([N+]([O-])=O)C=C4)=C5C=CC=[N+]15,C(Cl)Cl,74.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=CN13)C4=CC=C([N+]([O-])=O)C=C4)N5CCOCC5,C(Cl)Cl,74.0
F[B-]1(F)N2C(N3CCOCC3)=CC=C2C(C4=CC=C(C=C4)C)=C5C=CC(N6C=NC7=C6C=CC=C7)=[N+]15,C(Cl)Cl,80.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=C(N13)N4C=NC5=C4C=CC=C5)C6=CC=C(C=C6)C)N7CCOCC7,C(Cl)Cl,80.0
F[B-]1(F)[N+]2=C(C=CC2=C(C3=CC=C(N13)N4N=CC=C4)C5=CC=C(C=C5)C)N6CCOCC6,C(Cl)Cl,79.0
F[B-]1(F)N2C(N3CCOCC3)=CC=C2C(C4=CC=C(C=C4)C)=C5C=CC(N6N=CC=C6)=[N+]15,C(Cl)Cl,79.0
COC1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC=C8)=C1,C(Cl)Cl,75.0
C12=CC=CC=C1C3=[N+](C(C=CC=C4)=C4C(C5=CC=CC=C5)=C3C6=CC=CC=C6)C(C7=CC=CC=C7)=C2C8=CC=CC=C8,C(Cl)Cl,81.0
CC(C)(C)C1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC=C8)=C1,C(Cl)Cl,82.0
C1(C2=CC=CC=C2)=CC=C3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)[N+]6=C3C(C7=CC=CC=C7)=C(C8=CC=CC=C8)C9=C6C=CC=C9)=C1,C(Cl)Cl,74.0
O=C(C1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC=C8)=C1)OC,C(Cl)Cl,77.0
FC(C1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC=C8)=C1)(F)F,C(Cl)Cl,80.0
CN(C1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC=C8)=C1)C,C(Cl)Cl,134.0
ClC1=CC=C(C(C2=CC=CC=C2)=C(C3=CC=CC=C3)[N+]4=C5C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C4C=CC=C8)C5=C1,C(Cl)Cl,77.0
C12=C(C=CS2)C3=[N+](C(C=CC=C4)=C4C(C5=CC=CC=C5)=C3C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=CC=CC=C8,C(Cl)Cl,78.0
CC1=CC(C(C2=CC=CC=C2)=C3C4=CC=CC=C4)=C(C=C1)[N+]5=C3C6=CC=C(OC)C=C6C(C7=CC=CC=C7)=C5C8=CC=CC=C8,C(Cl)Cl,69.0
COC1=CC(C(C2=CC=CC=C2)=C3C4=CC=CC=C4)=C(C=C1)[N+]5=C3C6=CC=C(OC)C=C6C(C7=CC=CC=C7)=C5C8=CC=CC=C8,C(Cl)Cl,74.0
COC1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC(C(OC)=O)=C8)=C1,C(Cl)Cl,79.0
ClC1=CC(C(C2=CC=CC=C2)=C3C4=CC=CC=C4)=C(C=C1)[N+]5=C3C6=CC=C(OC)C=C6C(C7=CC=CC=C7)=C5C8=CC=CC=C8,C(Cl)Cl,77.0
FC1=CC(C(C2=CC=CC=C2)=C3C4=CC=CC=C4)=C(C=C1)[N+]5=C3C6=CC=C(OC)C=C6C(C7=CC=CC=C7)=C5C8=CC=CC=C8,C(Cl)Cl,81.0
COC1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=C(C(OC)=O)C=C8)=C1,C(Cl)Cl,83.0
ClC(C=C1)=CC2=C1C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C5=[N+]2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=CC(OC)=CC=C85,C(Cl)Cl,69.0
COC1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=C(C=CC=C9)C9=C8)=C1,C(Cl)Cl,116.0
COC1=CC=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+]5=C2C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C5C=CC(N9CCCCC9)=C8)=C1,C(Cl)Cl,125.0
COC(C=C1)=CC=C1C2=C(C3=CC=C(OC)C=C3)C4=C(C=CC=C4)[N+]5=C2C6=CC=CC=C6C(C7=CC=C(OC)C=C7)=C5C8=CC=C(OC)C=C8,C(Cl)Cl,114.0
CC(C)(C)C(C=C1)=CC=C1C2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=CC=C4)[N+]5=C2C6=CC=C(OC)C=C6C(C7=CC=C(C(C)(C)C)C=C7)=C5C8=CC=C(C(C)(C)C)C=C8,C(Cl)Cl,86.0
ClC(C=C1)=CC=C1C2=C(C3=CC=C(Cl)C=C3)C4=C(C=CC=C4)[N+]5=C2C6=CC=C(OC)C=C6C(C7=CC=C(Cl)C=C7)=C5C8=CC=C(Cl)C=C8,C(Cl)Cl,79.0
O=C(C(C=C1)=CC=C1C2=C(C3=CC=C(C(OCC)=O)C=C3)C4=C(C=CC=C4)[N+]5=C2C6=CC=C(OC)C=C6C(C7=CC=C(C(OCC)=O)C=C7)=C5C8=CC=C(C(OCC)=O)C=C8)OCC,C(Cl)Cl,75.0
FC(C(C=C1)=CC=C1C2=C(C3=CC=C(C(F)(F)F)C=C3)C4=C(C=CC=C4)[N+]5=C2C6=CC=C(OC)C=C6C(C7=CC=C(C(F)(F)F)C=C7)=C5C8=CC=C(C(F)(F)F)C=C8)(F)F,C(Cl)Cl,74.0
COC1=C2C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)[N+](C5=CC=CC=C5)=C2)=CC=C1,C(Cl)Cl,66.0
CC(C)(C)C1=CC2=C3C(C(C4=CC=CC(OC)=C4)=C(C5=CC=CC(OC)=C5)N=C3OC(C6=CC=CC(OC)=C6)=C2C7=CC(OC)=CC=C7)=C1,C(Cl)Cl,70.0
CC(C)(C)C1=CC2=C3C(C(C4=C5C=CC(OC)=C4)=C(C6=C5C=CC(OC)=C6)N=C3OC7=C2C8=CC(OC)=CC=C8C9=C7C=C(OC)C=C9)=C1,C(Cl)Cl,45.0
OC1=C(C2=NC=C(C3=CC=CC=C3)O2)C=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C1,CC1=CC=CC=C1,111.0
O=C1/C(C=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C1)=C5NC=C(C6=CC=CC=C6)O\5,CC1=CC=CC=C1,210.0
OC1=C(C2=NC3=C(C=CC=C3)O2)C=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C1,CC1=CC=CC=C1,77.0
O=C1/C(C=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C1)=C5NC6=C(C=CC=C6)O\5,CC1=CC=CC=C1,213.0
OC1=C(C2=NC=C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C3)O2)C=CC(C)=C1,CC1=CC=CC=C1,53.0
OC1=C(C2=NC=C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C3)O2)C=C(C7=CC=CC=C7)C=C1,CC1=CC=CC=C1,53.0
OC1=C(C2=NC=C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C3)O2)C=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C1C,CC1=CC=CC=C1,113.0
O=C1C(C)=CC(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=C/C1=C5OC(C6=CC=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C6)=CN\5,CC1=CC=CC=C1,168.0
OC1=C(C2=NC=C(C3=C(C)C=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C3)O2)C=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C1,CC1=CC=CC=C1,140.0
O=C1C=CC(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=C/C1=C5OC(C6=C(C)C=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C=C6)=CN\5,CC1=CC=CC=C1,194.0
O=C(C1=CC=CC2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,C(Cl)Cl,71.0
O=C(C1=CC=C(C)C2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,C(Cl)Cl,59.0
O=C(C1=CC=C(F)C2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,C(Cl)Cl,56.0
O=C(C1=CC=C(Br)C2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,C(Cl)Cl,69.0
O=C(C1=CC=C(OC)C2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,C(Cl)Cl,54.0
O=C(C1=CC=C(C(OC)=O)C2=CC=C3C(C4=C(C=CC=C4)C5=C3C=CC=C5)=C21)NC(C)(C)C,C(Cl)Cl,112.0
O=C(C1=CC=C(C2=CC=CC=C2)C3=CC=C4C(C5=C(C=CC=C5)C6=C4C=CC=C6)=C31)NC(C)(C)C,C(Cl)Cl,77.0
O=C(C1=CC=C(C2=CC=C(C)C=C2)C3=CC=C4C(C5=C(C=CC=C5)C6=C4C=CC=C6)=C31)NC(C)(C)C,C(Cl)Cl,72.0
O=C(C1=CC=C(C2=CC=C(OC)C=C2)C3=CC=C4C(C5=C(C=CC=C5)C6=C4C=CC=C6)=C31)NC(C)(C)C,C(Cl)Cl,81.0
O=C(C1=CC=C(C2=CC(C=CC=C3)=C3O2)C4=CC=C5C(C6=C(C=CC=C6)C7=C5C=CC=C7)=C41)NC(C)(C)C,C(Cl)Cl,77.0
O=C(C1=CC=C(C2=CC(C=CC=C3)=C3S2)C4=CC=C5C(C6=C(C=CC=C6)C7=C5C=CC=C7)=C41)NC(C)(C)C,C(Cl)Cl,91.0
O=C(C1=CC2=C(C=CC=C2)C3=CC=C4C(C5=C(C=CC=C5)C6=C4C=CC=C6)=C31)NC(C)(C)C,C(Cl)Cl,114.0
O=C(C1=CC=C2C=CC3=CC=CC4=C5C(C6=C(C=CC=C6)C7=C5C=CC=C7)=C1C2=C43)NC(C)(C)C,C(Cl)Cl,33.0
O=C(C1=CC=CC2=CC=C3C(C4=C(C=CC(F)=C4)C5=C3C=C(F)C=C5)=C21)NC(C)(C)C,C(Cl)Cl,51.0
O=C(C1=CC=CC2=CC=C3C(C4=C(C=CC(Cl)=C4)C5=C3C=C(Cl)C=C5)=C21)NC(C)(C)C,C(Cl)Cl,54.0
O=C(C1=CC=CC2=CC=C3C(C4=C(C=C(F)C=C4)C5=C3C=CC(F)=C5)=C21)NC(C)(C)C,C(Cl)Cl,59.0
O=C(C1=CC=CC2=CC=C3C(C4=C(C=C(Cl)C=C4)C5=C3C=CC(Cl)=C5)=C21)NC(C)(C)C,C(Cl)Cl,57.0
O=C(C1=CC=CC2=CC=C3C(C4=C(C=C(OC)C=C4)C5=C3C=CC(OC)=C5)=C21)NC(C)(C)C,C(Cl)Cl,59.0
O=C(C1=CC=C(Br)C2=CC=C3C(C4=C(C=C(F)C=C4)C5=C3C=CC(F)=C5)=C21)NC(C)(C)C,C(Cl)Cl,56.0
O=C(NC(C)(C)C)C1=CC=C(C2=C(C3=C4C(C5=C(C6=C4C=CC=C6)C=CC=C5)=C21)C7=C(C8=C3C=CC=C8)C=CC=C7)C(NC(C)(C)C)=O,C(Cl)Cl,88.0
O=C(NC(C)(C)C)C1=CC=C(C2=C(C3=C4C(C5=C(C6=C4C=CC(Cl)=C6)C=C(Cl)C=C5)=C21)C7=C(C8=C3C=CC(Cl)=C8)C=C(Cl)C=C7)C(NC(C)(C)C)=O,C(Cl)Cl,81.0
O=C(NC(C)(C)C)C1=CC=C(C2=C(C3=C4C(C5=C(C6=C4C=CC(OC)=C6)C=C(OC)C=C5)=C21)C7=C(C8=C3C=CC(OC)=C8)C=C(OC)C=C7)C(NC(C)(C)C)=O,C(Cl)Cl,84.0
O=C(NC(C)(C)C)C1=CC=C(C2=CC=C3C(C4=C(C5=C3C=CC(F)=C5)C=C(C=C4)F)=C21)C6=CC=C(N7C(C=CC=C8)=C8OC9=C7C=CC=C9)C=C6,C(Cl)Cl,242.0
[N+](C1C=C(C(F)(F)F)C=C(C=1)C(F)(F)F)1C2=C(C=CC=C2)C2C(N=1)=C(C1C=CC=CC=1)C=CC=2,C(Cl)Cl,146.0
C1(C2=C3N=[N+](C4=CC=CC=C4)C(C=CC=C5)=C5C3=CC=C2)=CC=CC=C1,C(Cl)Cl,120.0
CC1=CC(C2=CC=CC=C2)=C3N=[N+](C4=CC=C(C)C=C4)C(C=CC=C5)=C5C3=C1,C(Cl)Cl,116.0
CC(C)(C)C1=CC=C([N+]2=NC3=C(C4=CC=CC=C4)C=C(C(C)(C)C)C=C3C5=C2C=CC=C5)C=C1,C(Cl)Cl,113.0
CCOC1=CC=C([N+]2=NC3=C(C4=CC=CC=C4)C=C(OCC)C=C3C5=C2C=CC=C5)C=C1,C(Cl)Cl,129.0
C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C4N=[N+](C5=CC=C(C6=CC=CC=C6)C=C5)C(C=CC=C7)=C7C4=C1,C(Cl)Cl,149.0
ClC1=CC(C2=CC=CC=C2)=C3N=[N+](C4=CC=C(Cl)C=C4)C(C=CC=C5)=C5C3=C1,C(Cl)Cl,118.0
BrC1=CC(C2=CC=CC=C2)=C3N=[N+](C4=CC=C(Br)C=C4)C(C=CC=C5)=C5C3=C1,C(Cl)Cl,106.0
COC1=CC(C2=CC=CC=C2)=C3N=[N+](C4=CC=C([N+]([O-])=O)C=C4)C(C=CC=C5)=C5C3=C1,C(Cl)Cl,126.0
COC1=CC(C2=CC=CC=C2)=C3N=[N+](C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C(C=CC=C5)=C5C3=C1,C(Cl)Cl,114.0
COC1=CC=C(C2=C3N=[N+](C4=CC=CC=C4)C(C=C(OC)C=C5)=C5C3=CC=C2)C=C1,C(Cl)Cl,159.0
CC1=CC=C([N+]2=NC3=C(C4=CC=C(OC)C=C4)C=C(C)C=C3C5=C2C=C(OC)C=C5)C=C1,C(Cl)Cl,147.0
CC(C)(C)C1=CC=C([N+]2=NC3=C(C4=CC=C(OC)C=C4)C=C(C(C)(C)C)C=C3C5=C2C=C(OC)C=C5)C=C1,C(Cl)Cl,155.0
COC1=CC=C(C2=C3N=[N+](C4=CC=C(C5=CC=CC=C5)C=C4)C(C=C(OC)C=C6)=C6C3=CC(C7=CC=CC=C7)=C2)C=C1,C(Cl)Cl,155.0
COC1=CC=C(C2=C3N=[N+](C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C(C=C(OC)C=C5)=C5C3=CC(OC)=C2)C=C1,C(Cl)Cl,161.0
COC1=CC=C(C2=C3N=[N+](C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C(C=C(OC)C=C5)=C5C3=CC=C2)C=C1,C(Cl)Cl,162.0
C1(OC2=CC=CC=C2)=CC=C(C3=C4N=[N+](C5=CC=CC=C5)C(C=C(OC6=CC=CC=C6)C=C7)=C7C4=CC=C3)C=C1,C(Cl)Cl,153.0
CC(C)(C)C1=CC=C([N+]2=NC3=C(C4=CC=C(OC5=CC=CC=C5)C=C4)C=C(C(C)(C)C)C=C3C6=C2C=C(OC7=CC=CC=C7)C=C6)C=C1,C(Cl)Cl,152.0
C1(N=[N+]2C3=CC=CC=C3)=CC=CC=C1C4=C2C=CC=C4,C(Cl)Cl,117.0
COC(C=C1)=CC2=C1C3=CC=CC=C3N=[N+]2C4=CC=CC=C4,C(Cl)Cl,78.0
C1(N=[N+]2C3=CC=CC=C3C4=CC=CC=C4)=CC=CC=C1C5=C2C=CC=C5,C(Cl)Cl,175.0
CC(C)(C)C1=CC=C([N+]2=NC3=CC=CC=C3C4=C2C=CC=C4)C=C1,C(Cl)Cl,123.0
CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=CC=C4)=C1,C(Cl)Cl,77.0
CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=CC(C)=C4)=C1,C(Cl)Cl,58.0
CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=CC(C(C)(C)C)=C4)=C1,C(Cl)Cl,80.0
CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=CC(OC)=C4)=C1,C(Cl)Cl,76.0
CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=CC(C5=CC=CC=C5)=C4)=C1,C(Cl)Cl,90.0
CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=CC(OC5=CC=CC=C5)=C4)=C1,C(Cl)Cl,82.0
CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=C(C)C=C4)=C1,C(Cl)Cl,117.0
CC(C)(C)C1=CC=C2C(N=[N+](C3=CC(C(C)(C)C)=CC=C3)C4=C2C=C(F)C=C4)=C1,C(Cl)Cl,119.0
